No.,Class,SMILES,pIC50,Y-Label,MW,RBN,nCIC,nHDon,nHAcc,ALogP,TPSA,Qm,Energy,Dipole moment,HOMO,LUMO,HOMO-LUMO gap,Article Title,Reference
77,Steroid,O=C1CCC2C3CC(C4=CC(C(O)=CC4(C)C3CCC21C)=O)=O,5.251811973,Inactive,314.41,0,4,1,4,1.566,71.44,0.2359588,-1038.129553,7.2091,-0.24305,-0.08952,0.15353,"A- or B-ring-substituted derivatives of androst-4-ene-3,6,17-trione as aromatase inhibitors. Structure-activity relationships",Steroids. 1994;59(10):579-90
79,Steroid,O=C1CCC2C3CC(C4=CC([C@H](OC(C)=O)CC4(C)C3CCC21C)=O)=O,4.468521083,Inactive,358.47,2,4,0,5,1.851,77.51,0.239237981,-1192.017126,5.5214,-0.2461,-0.09403,0.15207,"A- or B-ring-substituted derivatives of androst-4-ene-3,6,17-trione as aromatase inhibitors. Structure-activity relationships",Steroids. 1994;59(10):579-91
81,Steroid,O=C1CCC2C3CC(C4=C(OC)C(CCC4(C)C3CCC21C)=O)=O,5.698970004,Inactive,330.46,1,4,0,4,1.654,60.44,0.2233456,-1078.652092,4.4379,-0.23824,-0.07202,0.16622,"A- or B-ring-substituted derivatives of androst-4-ene-3,6,17-trione as aromatase inhibitors. Structure-activity relationships",Steroids. 1994;59(10):579-92
82,Steroid,O=C1CCC2C3CC(C4=C(OCC)C(CCC4(C)C3CCC21C)=O)=O,5.346787486,Inactive,344.49,2,4,0,4,2.003,60.44,0.221660113,-1117.971792,4.2125,-0.23694,-0.07102,0.16592,"A- or B-ring-substituted derivatives of androst-4-ene-3,6,17-trione as aromatase inhibitors. Structure-activity relationships",Steroids. 1994;59(10):579-93
83,Steroid,O=C1CCC2C3CC(C4=C(O)C(CCC4(C)C3CCC21C)=O)=O,6.337242168,Active,316.43,0,4,1,4,1.589,71.44,0.23608817,-1039.362653,3.2756,-0.23414,-0.08451,0.14963,"A- or B-ring-substituted derivatives of androst-4-ene-3,6,17-trione as aromatase inhibitors. Structure-activity relationships",Steroids. 1994;59(10):579-94
85,Steroid,O=C1CCC2C3C(C)C4=CC(CCC4(C)C3CCC21C)=O,6.562249437,Active,286.45,0,4,0,2,3.089,34.14,0.21331566,-890.1276448,2.3291,-0.2317,-0.04493,0.18677,An efficient steroid pharmacophore-based strategy to identify new aromatase inhibitors,Eur J Med Chem. 2009;44(10):4121-7
86,Non-Steroid,CC12C(CCC2=O)C3C(C)C(OC4(C)C3CC1)=CC(CC4)=O,5.008773924,Inactive,302.45,0,4,0,3,2.297,43.37,0.233202375,-965.324832,3.8818,-0.23342,-0.04354,0.18988,An efficient steroid pharmacophore-based strategy to identify new aromatase inhibitors,Eur J Med Chem. 2009;44(10):4121-8
87,Non-Steroid,CC(OC1=CC=C(C(/C(CC)=C2SC(C=C/2)=O)CC)C=C1)=O,4.809668302,Inactive,316.45,6,2,0,3,4.465,71.61,0.229497357,-1321.81779,6.0323,-0.22568,-0.0774,0.14828,An efficient steroid pharmacophore-based strategy to identify new aromatase inhibitors,Eur J Med Chem. 2009;44(10):4121-9
90,Non-Steroid,CC1C(C)(CCC2=CC(OC2)=O)C3CCC=C4C3(COC4=O)CC1O,3.899629455,Inactive,346.46,3,4,1,5,2.63,72.83,0.228812961,-1153.865907,7.1258,-0.25722,-0.04601,0.21121,An efficient steroid pharmacophore-based strategy to identify new aromatase inhibitors,Eur J Med Chem. 2009;44(10):4121-10
91,Non-Steroid,CC1=C(C#N)C=C(C2=N1)C(NC3=CC=C(Cl)C=C3)OC4=C2C=C([N+]([O-])=O)C=C4,6.168770306,Active,392.82,3,4,1,6,4.741,103.76,0.22047978,-1674.616193,0.8725,-0.22415,-0.09126,0.13289,An efficient steroid pharmacophore-based strategy to identify new aromatase inhibitors,Eur J Med Chem. 2009;44(10):4121-11
92,Non-Steroid,CCCC(OC1=CC(OC(CCC)=O)=CC2=C1C(C)=CC(O2)=O)=O,3.754487332,Inactive,332.38,8,2,0,6,4.128,82.81,0.285724727,-1149.345993,6.7146,-0.23497,-0.06601,0.16896,An efficient steroid pharmacophore-based strategy to identify new aromatase inhibitors,Eur J Med Chem. 2009;44(10):4121-12
94,Non-Steroid,O=C1NC(CCC1(CC)C2=CC=NC=C2)=O,5,Inactive,218.28,2,2,1,4,0.881,59.06,0.2574193,-725.6871887,2.8394,-0.25592,-0.04013,0.21579,"Analogues of 3-ethyl-3-(4-pyridyl)piperidine-2,6-dione as selective inhibitors of aromatase: derivatives with variable 1-alkyl and 3-alkyl substituents",J Med Chem. 1987;30(9):1550-4
95,Non-Steroid,O=C1NC(CCC1(CC)C2=CC=C(N)C=C2)=O,5.096910013,Inactive,232.31,2,2,3,4,1.285,72.19,0.280323364,-765.0073915,4.8141,-0.20616,-0.02447,0.18169,"Analogues of 3-ethyl-3-(4-pyridyl)piperidine-2,6-dione as selective inhibitors of aromatase: derivatives with variable 1-alkyl and 3-alkyl substituents",J Med Chem. 1987;30(9):1550-5
96,Non-Steroid,O=C(CCC(C)1C2=CC=NC=C2)NC1=O,3.610833916,Inactive,204.25,1,2,1,4,0.425,59.06,0.266011074,-686.3752002,3.1001,-0.25734,-0.0385,0.21884,"Analogues of 3-ethyl-3-(4-pyridyl)piperidine-2,6-dione as selective inhibitors of aromatase: derivatives with variable 1-alkyl and 3-alkyl substituents",J Med Chem. 1987;30(9):1550-6
97,Non-Steroid,O=C(CCC(CCC)1C2=CC=NC=C2)NC1=O,5.22184875,Inactive,232.31,3,2,1,4,1.337,59.06,0.249797788,-765.0007871,2.7786,-0.25568,-0.04002,0.21566,"Analogues of 3-ethyl-3-(4-pyridyl)piperidine-2,6-dione as selective inhibitors of aromatase: derivatives with variable 1-alkyl and 3-alkyl substituents",J Med Chem. 1987;30(9):1550-7
98,Non-Steroid,O=C(CCC(CCCC)1C2=CC=NC=C2)NC1=O,5.397940009,Inactive,246.34,4,2,1,4,1.794,59.06,0.243809472,-804.313076,2.8042,-0.25546,-0.03992,0.21554,"Analogues of 3-ethyl-3-(4-pyridyl)piperidine-2,6-dione as selective inhibitors of aromatase: derivatives with variable 1-alkyl and 3-alkyl substituents",J Med Chem. 1987;30(9):1550-8
99,Non-Steroid,O=C(CCC(CCCCC)1C2=CC=NC=C2)NC1=O,5.602059991,Inactive,260.37,5,2,1,4,2.25,59.06,0.239266077,-843.6238912,3.5678,-0.25666,-0.03613,0.22053,"Analogues of 3-ethyl-3-(4-pyridyl)piperidine-2,6-dione as selective inhibitors of aromatase: derivatives with variable 1-alkyl and 3-alkyl substituents",J Med Chem. 1987;30(9):1550-9
100,Non-Steroid,O=C(CCC(CCCCCC)1C2=CC=NC=C2)NC1=O,5.443697499,Inactive,274.4,6,2,1,4,2.706,59.06,0.234772952,-882.9336201,3.636,-0.25655,-0.03603,0.22052,"Analogues of 3-ethyl-3-(4-pyridyl)piperidine-2,6-dione as selective inhibitors of aromatase: derivatives with variable 1-alkyl and 3-alkyl substituents",J Med Chem. 1987;30(9):1550-10
101,Non-Steroid,O=C(CCC(CCCCCCC)1C2=CC=NC=C2)NC1=O,5.494850022,Inactive,288.43,7,2,1,4,3.162,59.06,0.229740289,-922.2489737,2.9075,-0.25521,-0.03975,0.21546,"Analogues of 3-ethyl-3-(4-pyridyl)piperidine-2,6-dione as selective inhibitors of aromatase: derivatives with variable 1-alkyl and 3-alkyl substituents",J Med Chem. 1987;30(9):1550-11
102,Non-Steroid,O=C(CCC(CCCCCCCC)1C2=CC=NC=C2)NC1=O,6.48148606,Active,302.46,8,2,1,4,3.618,59.06,0.226230583,-961.5524047,3.4013,-0.25444,-0.0404,0.21404,"Analogues of 3-ethyl-3-(4-pyridyl)piperidine-2,6-dione as selective inhibitors of aromatase: derivatives with variable 1-alkyl and 3-alkyl substituents",J Med Chem. 1987;30(9):1550-12
103,Non-Steroid,O=C(CCC(CCCCCCCCC)1C2=CC=NC=C2)NC1=O,5.619788758,Inactive,316.49,9,2,1,4,4.075,59.06,0.22272851,-1000.877848,2.7263,-0.25546,-0.03958,0.21588,"Analogues of 3-ethyl-3-(4-pyridyl)piperidine-2,6-dione as selective inhibitors of aromatase: derivatives with variable 1-alkyl and 3-alkyl substituents",J Med Chem. 1987;30(9):1550-13
104,Non-Steroid,O=C1N(C(CCC1(C2=CC=NC=C2)CC)=O)C,4.522878745,Inactive,232.31,2,2,0,4,1.087,50.27,0.245089242,-764.9971512,2.5124,-0.25447,-0.03717,0.2173,"Analogues of 3-ethyl-3-(4-pyridyl)piperidine-2,6-dione as selective inhibitors of aromatase: derivatives with variable 1-alkyl and 3-alkyl substituents",J Med Chem. 1987;30(9):1550-14
105,Non-Steroid,O=C1N(CC)C(CCC1(CC)C2=CC=NC=C2)=O,3.41453927,Inactive,246.34,3,2,0,4,1.436,50.27,0.240547,-804.3135474,2.4426,-0.25415,-0.03674,0.21741,"Analogues of 3-ethyl-3-(4-pyridyl)piperidine-2,6-dione as selective inhibitors of aromatase: derivatives with variable 1-alkyl and 3-alkyl substituents",J Med Chem. 1987;30(9):1550-15
106,Non-Steroid,O=C1N(CCC)C(CCC1(CC)C2=CC=NC=C2)=O,4.508638306,Inactive,260.37,4,2,0,4,1.96,50.27,0.235410846,-843.6274828,2.4858,-0.25412,-0.0364,0.21772,"Analogues of 3-ethyl-3-(4-pyridyl)piperidine-2,6-dione as selective inhibitors of aromatase: derivatives with variable 1-alkyl and 3-alkyl substituents",J Med Chem. 1987;30(9):1550-16
107,Non-Steroid,O=C1N(CCCC)C(CCC1(CC)C2=CC=NC=C2)=O,4.397940009,Inactive,274.4,5,2,0,4,2.416,50.27,0.231040333,-882.9397258,2.4533,-0.25387,-0.03618,0.21769,"Analogues of 3-ethyl-3-(4-pyridyl)piperidine-2,6-dione as selective inhibitors of aromatase: derivatives with variable 1-alkyl and 3-alkyl substituents",J Med Chem. 1987;30(9):1550-17
108,Non-Steroid,O=C1N(CCCCC)C(CCC1(CC)C2=CC=NC=C2)=O,4.677780705,Inactive,288.43,6,2,0,4,2.872,50.27,0.227531156,-922.2497754,2.4873,-0.25382,-0.03621,0.21761,"Analogues of 3-ethyl-3-(4-pyridyl)piperidine-2,6-dione as selective inhibitors of aromatase: derivatives with variable 1-alkyl and 3-alkyl substituents",J Med Chem. 1987;30(9):1550-18
109,Non-Steroid,O=C1N(CCCCCC)C(CCC1(CC)C2=CC=NC=C2)=O,5.180456064,Inactive,302.46,7,2,0,4,3.328,50.27,0.224869938,-961.5632344,2.6638,-0.25506,-0.03296,0.2221,"Analogues of 3-ethyl-3-(4-pyridyl)piperidine-2,6-dione as selective inhibitors of aromatase: derivatives with variable 1-alkyl and 3-alkyl substituents",J Med Chem. 1987;30(9):1550-19
110,Non-Steroid,O=C1N(CCCCCCC)C(CCC1(CC)C2=CC=NC=C2)=O,5.823908741,Inactive,316.49,8,2,0,4,3.784,50.27,0.222877961,-1000.872776,2.7854,-0.25592,-0.03601,0.21991,"Analogues of 3-ethyl-3-(4-pyridyl)piperidine-2,6-dione as selective inhibitors of aromatase: derivatives with variable 1-alkyl and 3-alkyl substituents",J Med Chem. 1987;30(9):1550-20
111,Non-Steroid,O=C1N(CCCCCCCC)C(CCC1(CC)C2=CC=NC=C2)=O,6.096910013,Active,330.52,9,2,0,4,4.241,50.27,0.214958019,-1040.149336,3.8516,-0.23229,-0.02709,0.2052,"Analogues of 3-ethyl-3-(4-pyridyl)piperidine-2,6-dione as selective inhibitors of aromatase: derivatives with variable 1-alkyl and 3-alkyl substituents",J Med Chem. 1987;30(9):1550-21
112,Non-Steroid,O=C1N(CCCCCCCCC)C(CCC1(CC)C2=CC=NC=C2)=O,5.522878745,Inactive,344.55,10,2,0,4,4.697,50.27,0.21468893,-1079.451164,1.8411,-0.23688,-0.02596,0.21092,"Analogues of 3-ethyl-3-(4-pyridyl)piperidine-2,6-dione as selective inhibitors of aromatase: derivatives with variable 1-alkyl and 3-alkyl substituents",J Med Chem. 1987;30(9):1550-22
113,Non-Steroid,O=C1N(CCCCCCCCCC)C(CCC1(CC)C2=CC=NC=C2)=O,5,Inactive,358.58,11,2,0,4,5.153,50.27,0.21309755,-1118.789376,2.8197,-0.23296,-0.03514,0.19782,"Analogues of 3-ethyl-3-(4-pyridyl)piperidine-2,6-dione as selective inhibitors of aromatase: derivatives with variable 1-alkyl and 3-alkyl substituents",J Med Chem. 1987;30(9):1550-23
114,Steroid,O=C1CCC2C3C(C=C4CCCCC4(C)C3CCC21C)=O,5.091514981,Inactive,286.45,0,4,0,2,3.504,34.14,0.210451511,-890.1338648,4.8893,-0.22818,-0.04952,0.17866,"Androst-5-ene-7,17-dione: a novel class of suicide substrate of aromatase",Biochem Biophys Res Commun. 1992;186(1):32-9
115,Steroid,CC12C(CCC2=O)C3C(C=C4CCCCC4(CO)C3CC1)=O,3.869666232,Inactive,302.45,1,4,1,3,2.414,54.37,0.216872042,-965.3333534,6.6756,-0.22195,-0.04328,0.17867,"Androst-5-ene-7,17-dione: a novel class of suicide substrate of aromatase",Biochem Biophys Res Commun. 1992;186(1):32-10
116,Steroid,CC12C(C3CCC4=CC([C@H](C)CC4(C3CC2)C)=O)CCC1=O,6.337242168,Active,300.48,0,4,0,2,3.756,34.14,0.21064836,-929.432138,4.7954,-0.22993,-0.0451,0.18483,"Aromatase inactivation by 2-substituted derivatives of the suicide substrate androsta-1,4-diene-3,17-dione",J Steroid Biochem Mol Biol. 2009;116(3-5):191-9
117,Steroid,CC12C(C3CCC4=CC([C@H](CC)CC4(C3CC2)C)=O)CCC1=O,6.318758763,Active,314.51,1,4,0,2,4.213,34.14,0.20863734,-968.7444165,4.8371,-0.22993,-0.04551,0.18442,"Aromatase inactivation by 2-substituted derivatives of the suicide substrate androsta-1,4-diene-3,17-dione",J Steroid Biochem Mol Biol. 2009;116(3-5):191-10
118,Steroid,CC12C(C3CCC4=CC([C@H](CCC)CC4(C3CC2)C)=O)CCC1=O,5.835647144,Inactive,328.54,2,4,0,2,4.669,34.14,0.2065545,-1008.058277,4.8657,-0.23011,-0.04564,0.18447,"Aromatase inactivation by 2-substituted derivatives of the suicide substrate androsta-1,4-diene-3,17-dione",J Steroid Biochem Mol Biol. 2009;116(3-5):191-11
119,Steroid,CC12C(C3CCC4=CC([C@H](CCCC)CC4(C3CC2)C)=O)CCC1=O,5.714442691,Inactive,342.57,3,4,0,2,5.125,34.14,0.204829898,-1047.370582,4.8424,-0.22987,-0.04553,0.18434,"Aromatase inactivation by 2-substituted derivatives of the suicide substrate androsta-1,4-diene-3,17-dione",J Steroid Biochem Mol Biol. 2009;116(3-5):191-12
120,Steroid,CC12C(C3CCC4=CC([C@H](CCCCC)CC4(C3CC2)C)=O)CCC1=O,5.89279003,Inactive,356.6,4,4,0,2,5.581,34.14,0.203943177,-1086.681522,5.0633,-0.2322,-0.04711,0.18509,"Aromatase inactivation by 2-substituted derivatives of the suicide substrate androsta-1,4-diene-3,17-dione",J Steroid Biochem Mol Biol. 2009;116(3-5):191-13
121,Steroid,CC12C(C3CCC4=CC([C@H](CCCCCC)CC4(C3CC2)C)=O)CCC1=O,4.982966661,Inactive,370.63,5,4,0,2,6.037,34.14,0.202734077,-1125.99086,5.1427,-0.2324,-0.04755,0.18485,"Aromatase inactivation by 2-substituted derivatives of the suicide substrate androsta-1,4-diene-3,17-dione",J Steroid Biochem Mol Biol. 2009;116(3-5):191-14
123,Steroid,CC12C(C3CCC4=CC(C(C)=CC4(C3CC2)C)=O)CCC1=O,6.259637311,Active,298.46,0,4,0,2,3.717,34.14,0.210283375,-928.2227464,3.9473,-0.23336,-0.05536,0.178,"Aromatase inactivation by 2-substituted derivatives of the suicide substrate androsta-1,4-diene-3,17-dione",J Steroid Biochem Mol Biol. 2009;116(3-5):191-15
124,Steroid,CC12C(C3CCC4=CC(C(CC)=CC4(C3CC2)C)=O)CCC1=O,6.017728767,Active,312.49,1,4,0,2,4.173,34.14,0.208481275,-967.5359858,3.9727,-0.23337,-0.05635,0.17702,"Aromatase inactivation by 2-substituted derivatives of the suicide substrate androsta-1,4-diene-3,17-dione",J Steroid Biochem Mol Biol. 2009;116(3-5):191-16
125,Steroid,CC12C(C3CCC4=CC(C(CCC)=CC4(C3CC2)C)=O)CCC1=O,5.756961951,Inactive,326.52,2,4,0,2,4.629,34.14,0.206436667,-1006.848882,3.7712,-0.23233,-0.05431,0.17802,"Aromatase inactivation by 2-substituted derivatives of the suicide substrate androsta-1,4-diene-3,17-dione",J Steroid Biochem Mol Biol. 2009;116(3-5):191-17
126,Steroid,CC12C(C3CCC4=CC(C(CCCC)=CC4(C3CC2)C)=O)CCC1=O,5.735182177,Inactive,340.55,3,4,0,2,5.086,34.14,0.204853895,-1046.161317,3.6996,-0.23221,-0.05416,0.17805,"Aromatase inactivation by 2-substituted derivatives of the suicide substrate androsta-1,4-diene-3,17-dione",J Steroid Biochem Mol Biol. 2009;116(3-5):191-18
127,Steroid,CC12C(C3CCC4=CC(C(CCCCC)=CC4(C3CC2)C)=O)CCC1=O,6.129011186,Active,354.58,4,4,0,2,5.542,34.14,0.203527817,-1085.470968,3.7349,-0.23236,-0.05429,0.17807,"Aromatase inactivation by 2-substituted derivatives of the suicide substrate androsta-1,4-diene-3,17-dione",J Steroid Biochem Mol Biol. 2009;116(3-5):191-19
128,Steroid,CC12C(C3CCC4=CC(C(CCCCCC)=CC4(C3CC2)C)=O)CCC1=O,6.525783736,Active,368.61,5,4,0,2,5.998,34.14,0.202278968,-1124.780567,3.6245,-0.23217,-0.05411,0.17806,"Aromatase inactivation by 2-substituted derivatives of the suicide substrate androsta-1,4-diene-3,17-dione",J Steroid Biochem Mol Biol. 2009;116(3-5):191-20
129,Steroid,CC12C(C3CCC4=CC(C(CCCCCCC)=CC4(C3CC2)C)=O)CCC1=O,6.218244625,Active,382.64,6,4,0,2,6.454,34.14,0.200502045,-1164.097158,3.6594,-0.23215,-0.05405,0.1781,"Aromatase inactivation by 2-substituted derivatives of the suicide substrate androsta-1,4-diene-3,17-dione",J Steroid Biochem Mol Biol. 2009;116(3-5):191-21
130,Steroid,C[C@]12C(C3CCC4=CC(C(OC)=C[C@@]4(C3CC2)C)=O)CCC1=O,5.958607315,Inactive,314.46,1,4,0,3,2.772,43.37,0.217046061,-1003.411605,2.9221,-0.22879,-0.05992,0.16887,"Aromatase inactivation by 2-substituted derivatives of the suicide substrate androsta-1,4-diene-3,17-dione",J Steroid Biochem Mol Biol. 2009;116(3-5):191-22
131,Steroid,C[C@]12C(C3CCC4=CC(C(OCC)=C[C@@]4(C3CC2)C)=O)CCC1=O,4.754487332,Inactive,328.49,2,4,0,3,3.121,43.37,0.215398577,-1042.731119,2.8245,-0.229,-0.05935,0.16965,"Aromatase inactivation by 2-substituted derivatives of the suicide substrate androsta-1,4-diene-3,17-dione",J Steroid Biochem Mol Biol. 2009;116(3-5):191-23
132,Steroid,C[C@]12C(C3CCC4=CC(C(OCCCC)=C[C@@]4(C3CC2)C)=O)CCC1=O,4.528708289,Inactive,356.55,4,4,0,3,4.101,43.37,0.210763828,-1121.356312,2.9861,-0.23064,-0.06001,0.17063,"Aromatase inactivation by 2-substituted derivatives of the suicide substrate androsta-1,4-diene-3,17-dione",J Steroid Biochem Mol Biol. 2009;116(3-5):191-24
134,Steroid,O=C1CCC(C2CCC3=C4)C1(C)CCC2C3(C)C=C(Br)C4=O,5.735182177,Inactive,363.32,0,4,0,2,3.723,34.14,0.203369756,-3460.00987,7.3193,-0.24192,-0.06667,0.17525,"Aromatase inactivation by 2-substituted derivatives of the suicide substrate androsta-1,4-diene-3,17-dione",J Steroid Biochem Mol Biol. 2009;116(3-5):191-25
135,Steroid,C[C@@]12C(CCC2=O)C3CCC4=CC([C@@H]5C[C@]4(COC5)C3CC1)=O,7.920818754,Active,314.46,0,5,0,3,2.341,43.37,0.202125939,-1003.422749,2.8461,-0.23451,-0.0511,0.18341,Binding characteristics of aromatase inhibitors and phytoestrogens to human aromatase,J Steroid Biochem Mol Biol. 1997;61(3-6):107-15
136,Steroid,C[C@@]12C(CCC3C2CC[C@@]4(C)C3CCC4=O)=C(O)C(CC1)=O,7.22184875,Active,302.45,0,4,1,3,2.731,54.37,0.224496958,-965.3585778,1.6072,-0.22157,-0.05289,0.16868,Binding characteristics of aromatase inhibitors and phytoestrogens to human aromatase,J Steroid Biochem Mol Biol. 1997;61(3-6):107-16
137,Steroid,C[C@@]12C(CCCC2=O)C3[C@H](SC4=CC=C(N)C=C4)CC5=CC(C=C[C@]5(C)C3CC1)=O,6.772113295,Active,421.65,2,5,2,3,4.541,85.46,0.21098223,-1612.793501,6.2183,-0.20807,-0.05347,0.1546,Binding characteristics of aromatase inhibitors and phytoestrogens to human aromatase,J Steroid Biochem Mol Biol. 1997;61(3-6):107-17
138,Non-Steroid,O=C([C@@](CC1)(CC)C2=CC=C(N)C=C2)NC1=O,5.259637311,Inactive,232.31,2,2,3,4,1.285,72.19,0.27968097,-765.0034968,3.5406,-0.20169,-0.02522,0.17647,Binding characteristics of aromatase inhibitors and phytoestrogens to human aromatase,J Steroid Biochem Mol Biol. 1997;61(3-6):107-18
139,Non-Steroid,CC(C)(C#N)C1=CC(CN2N=CN=C2)=CC(C(C)(C#N)C)=C1,7.568636236,Active,293.41,4,2,0,4,2.966,78.29,0.23153822,-932.9716506,5.1303,-0.26492,-0.03608,0.22884,Binding characteristics of aromatase inhibitors and phytoestrogens to human aromatase,J Steroid Biochem Mol Biol. 1997;61(3-6):107-19
140,Non-Steroid,N#CC1=CC=C(C(C2=CC=C(C#N)C=C2)N3N=CN=C3)C=C1,8.853871964,Active,285.33,3,3,0,4,2.749,78.29,0.198560091,-928.1459025,2.5939,-0.27305,-0.07828,0.19477,Binding characteristics of aromatase inhibitors and phytoestrogens to human aromatase,J Steroid Biochem Mol Biol. 1997;61(3-6):107-20
141,Non-Steroid,ClC(C=C1)=CC=C1C(N2N=CN=C2)C3=CC(N(C)N=N4)=C4C=C3,9.045757491,Active,324.8,3,4,0,4,3.467,61.42,0.192008889,-1406.191733,3.3158,-0.25002,-0.06127,0.18875,Binding characteristics of aromatase inhibitors and phytoestrogens to human aromatase,J Steroid Biochem Mol Biol. 1997;61(3-6):107-21
142,Non-Steroid,O=C(C=C(C1=CC=CC=C1)O2)C3=C2C=C(O)C=C3O,4.958607315,Inactive,254.25,1,3,2,4,2.602,70.67,0.270056586,-878.522087,3.668,-0.22078,-0.06925,0.15153,Binding characteristics of aromatase inhibitors and phytoestrogens to human aromatase,J Steroid Biochem Mol Biol. 1997;61(3-6):107-22
143,Non-Steroid,O=C(C=C(C1=CC=CC=C1)O2)C3=C2C(O)=C(O)C=C3,4.259637311,Inactive,254.25,1,3,2,4,2.602,70.67,0.259431172,-878.5003565,4.0774,-0.21799,-0.0605,0.15749,Binding characteristics of aromatase inhibitors and phytoestrogens to human aromatase,J Steroid Biochem Mol Biol. 1997;61(3-6):107-23
144,Non-Steroid,[H]C1=C([H])C=CC(C(OC2=CC([H])=CC([H])=C23)=CC3=O)=C1,4.311580178,Inactive,222.25,1,3,0,2,3.137,30.21,0.197197926,-728.0713413,4.1954,-0.23325,-0.06582,0.16743,Chalcones are potent inhibitors of aromatase and 17beta-hydroxysteroid dehydrogenase activities,Life Sci. 2001;68(7):751-61
145,Non-Steroid,[H]C1=C([H])C=CC(C(OC2=CC(O)=CC([H])=C23)=CC3=O)=C1,6.698970004,Active,238.25,1,3,1,3,2.869,50.44,0.235791893,-803.2888059,3.2273,-0.23181,-0.06281,0.169,Chalcones are potent inhibitors of aromatase and 17beta-hydroxysteroid dehydrogenase activities,Life Sci. 2001;68(7):751-62
146,Non-Steroid,[H]C1=C(O)C=CC(C(OC2=CC(O)=CC(O)=C23)=CC3=O)=C1,5.537602002,Inactive,270.25,1,3,3,5,2.334,90.9,0.303465567,-953.7398156,5.0463,-0.21714,-0.06368,0.15346,Chalcones are potent inhibitors of aromatase and 17beta-hydroxysteroid dehydrogenase activities,Life Sci. 2001;68(7):751-63
147,Non-Steroid,OC1=C(O)C=CC(C(OC2=CC(O)=CC(O)=C23)=CC3=O)=C1,5.920818754,Inactive,286.25,1,3,4,6,2.067,111.13,0.328207452,-1028.949983,3.8405,-0.21595,-0.06438,0.15157,Chalcones are potent inhibitors of aromatase and 17beta-hydroxysteroid dehydrogenase activities,Life Sci. 2001;68(7):751-64
148,Non-Steroid,O=C(C1)C2=C([H])C=C([H])C=C2OC1C3=CC([H])=C([H])C=C3,4.860120914,Inactive,224.27,1,3,0,2,3.1,26.3,0.188678793,-729.2749941,2.5211,-0.2326,-0.05641,0.17619,Chalcones are potent inhibitors of aromatase and 17beta-hydroxysteroid dehydrogenase activities,Life Sci. 2001;68(7):751-65
149,Non-Steroid,O=C(C1)C2=C([H])C=C(O)C=C2OC1C3=CC([H])=C([H])C=C3,5.619788758,Inactive,240.27,1,3,1,3,2.833,46.53,0.225177867,-804.4936726,1.839,-0.22977,-0.04787,0.1819,Chalcones are potent inhibitors of aromatase and 17beta-hydroxysteroid dehydrogenase activities,Life Sci. 2001;68(7):751-66
150,Non-Steroid,O=C(C1)C2=C(O)C=C(O)C=C2OC1C3=CC([H])=C(O)C=C3,5.036212173,Inactive,272.27,1,3,3,5,2.298,86.99,0.289203219,-954.9423655,2.5914,-0.22186,-0.05263,0.16923,Chalcones are potent inhibitors of aromatase and 17beta-hydroxysteroid dehydrogenase activities,Life Sci. 2001;68(7):751-67
151,Non-Steroid,O=C(C1)C2=C(O)C=C(O)C=C2OC1C3=CC(O)=C(O)C=C3,6.22184875,Active,288.27,1,3,4,6,2.03,107.22,0.315623758,-1030.159131,3.9638,-0.21518,-0.05157,0.16361,Chalcones are potent inhibitors of aromatase and 17beta-hydroxysteroid dehydrogenase activities,Life Sci. 2001;68(7):751-68
152,Non-Steroid,O=C(C1)C2=C(O)C=C(O)C=C2OC1C3=CC(O)=C(OC)C=C3,5.48148606,Inactive,302.3,2,3,3,6,2.281,96.22,0.29487425,-1069.466554,4.3583,-0.21167,-0.05071,0.16096,Chalcones are potent inhibitors of aromatase and 17beta-hydroxysteroid dehydrogenase activities,Life Sci. 2001;68(7):751-69
154,Non-Steroid,[H]C1=CC(O)=CC([H])=C1C(/C=C/C2=CC([H])=C([H])C=C2)=O,4.514278574,Inactive,224.27,3,2,1,2,3.435,37.3,0.203089448,-729.2521033,4.9237,-0.22847,-0.06816,0.16031,Chalcones are potent inhibitors of aromatase and 17beta-hydroxysteroid dehydrogenase activities,Life Sci. 2001;68(7):751-70
159,Non-Steroid,OC1=CC(OC)=CC(O)=C1C(/C=C/C2=CC([H])=C([H])C=C2)=O,4.844663963,Inactive,270.3,4,2,2,4,3.151,66.76,0.250427059,-919.0039675,5.2695,-0.21211,-0.07886,0.13325,Chalcones are potent inhibitors of aromatase and 17beta-hydroxysteroid dehydrogenase activities,Life Sci. 2001;68(7):751-71
